,0
පෙරවදන්,1
ගෙතෙනු,1
පැමිණිළිකාර,1
මොළවලට,1
අර්ජුනගේ,1
ඇත්තවුන්ට,1
කාර්යාලමයි,1
කැපිටලිස්ට්,1
ඔක්ටගන්,1
පිළිගැණුනහොත්,1
ඒකවචනයෙහි,1
හෙම්බිරිිස්සාවෙ,1
ස්වරුපයකින්,1
ෆොටෝනය,1
බබෝ,1
නිදාගන්න,1
ආලා්කය,1
නිමවීමෙන්,1
අවරෝහණයේ,1
අෂ්ටාස්‍රයට,1
ආරෝහණයේ,1
නෘත්‍යය,1
කලාකෘතිවලට,1
බොහො­ම­යක්,1
ප්‍රති­සං­ස්ක­ර­ණය,1
අලූතෙන්,1
ආරමිභවන,1
වක්වීමට,1
තරංගවාදයෙන්,1
ආවර්තිත,1
ආවර්තිතා,1
ඔක්ටොබර්,1
නියෝජනත්වයකින්,1
අසන්තතිකව,1
දැම්මෙත්,1
පෙරළුණු,1
කේන්ද්‍රියවාදීන්,1
හමුදාවටයි,1
වනාන්තරවලින්,1
ඔක්සිජන්වල,1
හයිඩ්‍රජන්වල,1
ඔටාරාලා,1
රොාගයට,1
ආදරේ,1
විසිහතරේ,1
තියන්,1
ද්‍රව්‍යයන්ගෙන්,1
ලාබයට,1
වැටැහෙන්නෙ,1
වනචාරීව,1
පංවෙන්ද්‍රියවලට,1
ඇඩම්,1
ස්මිත්වත්,1
ලතවන,1
වළි,1
කාලවලදීත්,1
බැරැක්කවලින්,1
දුර්වලතාවක්‌,1
ආසියාතිකයෝ,1
ද්‍රව්‍යවාදයට,1
පාවි,1
නොපෙනේනේ,1
මෙහෙයවූවන්,1
දැක්වීමටවත්,1
අදඅහස්,1
හිමිවූවා,1
පාළුව,1
සුද්දෝ්,1
අනුක්‍රමික,1
ආයුධවල,1
මංතීරුත්,1
ලේකම්වරුත්,1
කණ්ඩ,1
ගලනව,1
කැවාට,1
ඒවයෙන්,1
ගහුවොත්,1
සමාජවිද්‍යාවක්වත්,1
වසදීමට,1
සුමාදර්ශයට,1
අළුයට,1
පුපුරු,1
පත්‍රයක,1
උද්ගෝෂණ,1
ඉස්‌තරම්,1
ඉන්දුනීසියාවෙ,1
බොරුය්,1
ප්රසතිඵලය,1
බිහිකිරීමය්,1
බාර්,1
ප්‍රියන්තාවත්,1
වේවියැ,1
මිනි­ස්සුත්,1
කඩන්නන්,1
අබ්බගාතයන්,1
මොලයක්,1
රෝගීන්ගේත්,1
කෝචෝක්,1
ගෙනයෑමේ,1
ගැළවෙන,1
මුලාවේවි,1
පළවෙන්න,1
විපත්තියක්,1
ඒවායිනුත්,1
මිනිස්සුත්,1
ප්‍රතිප්‍රහාර,1
එළි­යට,1
ඒවා­යින්,1
හූවටත්,1
පිස්සෝ,1
ශාස්‌ත්රප,1
රාජ්‍යතන්ත්‍රිකයෙක්,1
ග්‍රහයාට,1
ශාස්‌ත්රබ,1
ශාස්‌ත්රනයකුත්,1
යකුත්,1
සවිවීමක්,1
අනපහෝන,1
කරුණාවට,1
ශාස්‌ත්ර,1
මෙහ,1
හදුන්වන්නේ,1
ආසාදිතයො,1
හූවක්වත්,1
ආරෝපණයේ,1
සම්බන්ධවන,1
විවේචනය,1
සංස්කෘතිකය,1
චක්‍රවර්තීන්ට,1
බුදි,1
කුකුළන්ගෙ,1
බෝවෙලා,1
රජවරුන්ගෙන,1
ජයසූරියල,1
රනිල්දාසලත්,1
නියමවලින්වත්,1
ලිවින්,1
ප්‍රවාදවලින්වත්,1
පෙසොන්,1
විශ්මයෙන්,1
දිසාපතිලා,1
ඉල්ලගෙන,1
පැමිණවීමෙන්,1
ජනගහණයත්,1
චක්‍රවර්තීනුත්,1
ද්‍රවිඩවත්,1
සුවාදින,1
සැරිසැරූ,1
රාජද්‍රොාහීන්,1
ඉතිහාසඥයෙක්,1
සෙවුම්,1
මංගල්ලෙක,1
ගෝදාවරී,1
උපාසකයා,1
නර්මදා,1
ආර්යචක්‍රවර්තීන්ගෙන්,1
චන්ද්‍රබාහු,1
ජාවක,1
සිතාවකට,1
යුගයෙවත්,1
රාජස්ථානයේ,1
ආර්යයකු,1
ස්විට්සර්ලන්තයෙ,1
ස්ටෑන්ඩර්ඩයක්,1
ස්වයංපෝශණය,1
එක්වෙ­නවා,1
පටන්ගැනීම,1
ශාලාවලින්,1
දැරීමු,1
යෙහොවාගෙ,1
පටන්ම,1
පලතුරු,1
භාරදිලා,1
පොරේ,1
නිර්මාපකයකුගේ,1
යාම්තමින්,1
පැළැන්තියේ,1
අධිකරණණය,1
පූජකතුමාවත්,1
පාක්‍යසෝතිවත්,1
මිෂෙල්වත්,1
පක්ෂපතීව,1
ආදම්ගෙන්,1
සම්මණ්ත්‍රණ,1
බිල්ලොත්,1
හැටදෙකෙන්,1
අයිත්‍රි,1
ඕනෑකමෙන්,1
ආදියහි,1
මුණුබුරාට,1
නැර,1
අත්දැකීමෙන්ම,1
සඳුදාත්,1
ගුනවර්ධනගෙන්,1
ඒකකයේ,1
විජිතයේ,1
ඩෙල්ටාවට,1
නොපානවා,1
පාදඩකරණයයි,1
පිදුවේ,1
ත්‍රෛභාෂා,1
තිරසර,1
රාජද්‍රෝහිකම,1
ඉපද,1
කියන්ෙැන,1
ඔබතුමන්ලා,1
ඔබකියන,1
වියෝවෙන්,1
ආරියභට්ටගේ,1
ආකාරයෙන්ද,1
කලේනම්,1
වටින්නේය,1
ආරියභට්ට,1
කර්තෘවරු,1
ඩිකන්ස්ට්‍රක්ෂන්,1
ආර්‍යුවේද,1
වටිනාම,1
යනකල්,1
මෙල්ලකිරීම,1
ආර්්ථික,1
සදහන්කර,1
අධර්මයක්,1
බත,1
කරුණාලාවත්,1
ශෝකයකට,1
පදිංචියෙන්,1
සිිදුවෙනවා,1
ජාතිභේද,1
ාදුජන,1
එන්නයි,1
ආරූඪයෙන්,1
සරවතෝභද්‍ර,1
තිදෙනාමත්,1
තරමවත්,1
දෙදෙනාටත්,1
ආරුමුගම්ගේ,1
හිඳුවා,1
වයසෙදි,1
පැහැදිළියි,1
ගන්නවාද,1
කියවාවිද,1
අවිනයක්,1
සිටද,1
දන,1
ආර්යයන්ගේ,1
අඩුකුලේ,1
අසුපිට,1
උත්සවයකින්,1
දිනාගත්තට,1
තන්ජොරි,1
චිකනුත්,1
රුක්,1
ඇතුල්කළාට,1
සභපතිලා,1
පක්ෂයමයි,1
නෙදන්නවා,1
උපදේශකයොවත්,1
විමසන්නට,1
නැද්දෙ,1
කක්ෂයක,1
විෂමතාවන්,1
දළඹුවත්,1
ඔබතුමාටත්,1
ලොක්කොත්,1
ඔබව,1
ජයතිලකන,1
බෙරයක්,1
වේගී,1
බැවින්ක්,1
ටැමිල්ස්,1
ටයිගර්ස්,1
පත්‍රයේත්,1
කාපට්,1
ආර්යෂ්ඨාංගික,1
කෝරාණය,1
සොරකම්,1
කණහාටුවෙනවා,1
මිශ්‍රවීමෙන්,1
ඔබන්න,1
බන්දුලවත්,1
නාමයේ,1
පාදෙණියටවත්,1
වි්ශ්ලේෂණයෙන්,1
කුණාටුවට,1
මෙතැනදීත්,1
ගල්ගැසී,1
කැබිනට්ුවේ,1
බඩගින්නෙ,1
කරගනීවි,1
ඇත්ත­ටම,1
විරද්ධාර්ථවලින්,1
වදිමින්,1
මුසලිම්,1
සමාදියාමි,1
සම්මානය,1
ෆීල්ඩ්ස්,1
පදක්කමවත්,1
එඩිතරකමත්,1
පදං,1
අවපාතයට,1
අවරුදුවලත්,1
මිතුරිය,1
මෑණියන්ට,1
යක්ඛයන්ට,1
වැඩගන්නවා,1
තිස්හතක්,1
ගුවන්යානයේ,1
ගමන්කරනවා,1
පාතිමාට,1
බැඳුම්කරයටත්,1
නෑදෑකමට,1
විකුණුනාය,1
මිත්‍රගෙ,1
ඥානව්භාගයේ,1
මාකල්ට,1
අර්ථසාධකය,1
ගවයන්ට,1
තක්සේරුවක,1
කතන්දරයත්,1
කමිටුවකවත්,1
භටයකුගේ,1
ජූලියක්,1
රැකගත්ත,1
ස්වදේශීකයන්,1
හරුප,1
හොරකමත්,1
හිතන්නන්ට,1
ජනගහනයත්,1
මෛත්‍රිපාලවාදීන්ට,1
උත්සවත්,1
සාදාකාලිකව,1
තුරන්වීම,1
හරවාවි,1
මෝදිල,1
කසී,1
ඇත්ගොවුවන්ට,1
නවගමුවෙ,1
දේවාලයෙ,1
චීවරධාරියා,1
භේදයෙන්,1
අදාළත්,1
වඩිගයොත්,1
විශ්වවිද්‍යාලෙදිවත්,1
කැලැවක්,1
තේරුමකුත්,1
යනවයි,1
ජෙනීචාහි,1
කරවෛක්,1
දෙගොල්ලොම,1
ඇත්තෙන්,1
දුෂ්ටයෙක්,1
කපටියකි,1
පත්වෙනව,1
ජාතිවාදිියෙක්,1
හිමිවෙච්ච,1
කාලිංගයො,1
පාණ්ඩ්‍යයො,1
පිිං,1
කැඩෙට්,1
නොවන්නෙත්,1
ප්‍රජාතන්ත්‍රවදයක්,1
බැකෝ,1
හාරනවා,1
පූර්ණිමා,1
හිංසාවක්,1
වෙල්ලායන්ගේ,1
නගරශෝභිනියන්,1
පේදුරුතුඩුවක්,1
පශ්චාත්තාපයක්,1
අවලස්සණ,1
විකුණුවෙ,1
බොල්ගොඩ,1
ඉවුරක,1
කොහේදෝ,1
ප්‍රහාණය,1
රුකුල්දෙන,1
පරමුකල,1
ලතා,1
කලනයත්,1
මුණුබිරියන්,1
ජයගහන්න,1
නොවිච්ච,1
ඊතරයෙහි,1
පසමිතුරු,1
ආභිධර්මික,1
වරප්‍රසාදත්,1
ඈඳුණා,1
අපායේ,1
රඟහල්,1
මවන්නත්,1
ඔත්තුවලින්,1
අධ්‍යනංශවලට,1
පලුද්දක්,1
ගානයි,1
සුත්තනිපාතය,1
අකීකරුව,1
මකියාවේලීන්ගේ,1
පහුවෙලත්,1
නැගිටනවා,1
නොදරණ,1
වැළඳගන්නවා,1
සුරලොවට,1
මිච්චාචාරයක්,1
අනිර්වචනීය,1
උගන්වලත්,1
වෘද්ධිය,1
කෑවම,1
ඉන්දියාවේ්,1
අණුවකි,1
සත්වොද්‍යනය,1
ගොවිලියන්,1
ඕසෙට,1
දැර්වල,1
සංඛ්‍යානයට,1
එද්දි,1
ගැටළුවකුත්,1
සර්බියාව,1
රුවන්ඩාව,1
පෙළඹෙව්වෙ,1
සමාජයතුල,1
මළක්,1
ආකර්ෂණභාවයක්,1
ප්‍රකශෙයෙහි,1
මතුපිට්න්,1
අතහැරවලා,1
අඩුවුණෙ,1
දිනයේදී,1
ඇත්තවශයෙන්ම,1
විශ්ලේෂණයයි,1
පයි­ලට්ලා,1
ඇත්තම,1
ඇත්තත්,1
මෙහොතෙන්,1
ඇතිවෙන්නේ,1
බේරාගැනීමේ,1
සියවසෙ,1
පවුරට,1
ඔබතුමාත්,1
නිවේදිකාවක්වත්,1
අයිරිෂ,1
සමහරකුගෙ,1
පැණියත්,1
සාමිලා,1
කතිකයන්,1
බික්ෂොප්වරයා,1
සභවෙ,1
සපත්තුවෙ,1
උච්චාධිපත්‍යයට,1
නොදන්නාවා,1
බික්ෂොප්වරයාගේ,1
භක්තික,1
පොළඹවන්නට,1
හයියට,1
සටන්කරන්නට,1
පෙළපත්නම්,1
පියකුට,1
දන්නන්න,1
දාව,1
සර්රුත්,1
මානවඅයිතිවාසිකම්,1
දිනන්නෝය,1
කෝසස්,1
පැටලෙනවා,1
බුරලා,1
දොස්තරකමටත්,1
කන්නෙත්,1
ගොණාට,1
සැක්සන,1
විග්න්ස්වරන්වත්,1
ක්‍රිස්තියානීන්්,1
ඇතුල්කිරීම,1
විපක්ෂෙටවත්,1
බෙනඩික්ට,1
ලොංගිය,1
චක්‍රවර්තිලා,1
පතුරුවන්න,1
පවුරෙන්,1
උණ්ඩ,1
කලකදී,1
ඉවබටහිර,1
ඒබ්‍රාහමණිකයන්,1
ගැටුමේදී,1
පත්වෙන්නේ,1
ඒබැවින්,1
ඒමදිවට,1
කුණ්ඩලනි,1
සුමන්තිරන්ගෙත්,1
වයිට්ගෙන්,1
වයිට්ටත්,1
පුපුරපු,1
ධනවතෙක්,1
පරිච්ඡෙදත්,1
ඒවගෙ,1
රහකුත්,1
වින්දො,1
ඒත්්,1
ඒත්තුගන්නේ,1
අකාරාදියක්,1
ජාතිකයෙකුට,1
සේනානායකලගෙ,1
පොන්නම්බලම්ලගෙ,1
කේන්ද්‍රකාරයන්,1
හෝඩියට,1
ඩොයිලිව,1
හැටහුටාමාරක්,1
කොල්ලම,1
කෙල්ලම,1
හත්තිලවුවට,1
හිරාන්,1
උද්දකාරාමපුත්ත,1
ජයසූරියටමයි,1
හෙළියන්,1
චර්යාවක්,1
සත්සමුදුර,1
ඇඑරාවල,1
කාමාපරාධ,1
මහාලගෙන්,1
කර්මාන්තයෙහි,1
ගිලගන්නවා,1
විස්සලූ,1
වාර්තාවන්නේ,1
දැනෙන්නෙත්,1
දැවිල්ලට,1
ධූරයෙන්,1
ඇග්රිකෝලී,1
අහිංසාවත්,1
විජේගෙන්,1
ලූණු,1
බඩටයි,1
ලූනු,1
ප්‍රසංශා,1
අසමගි,1
වංශකථාවල,1
සහෝදරයාටත්,1
පෙනුණට,1
සෘෂිවරුන්ට,1
තියෙනකන්,1
කොටහේනට,1
යුදවාදියා,1
දෙනාටවත්,1
වැඩදායකය,1
මහපාරෙ,1
සිද්ධවෙලා,1
යොජනා,1
පැලඳි,1
ඇතමෙක්,1
සිතනුයේ,1
ඇතමුන්,1
ඇතීනියන්,1
විරෝධීකමට,1
කොසු,1
දෙකය,1
මේනක,1
නිලූගේ,1
බමා,1
දරනව,1
අඩාල,1
වළකනවා,1
ඇග්රි,1
පොල්පොට්වාදීන්,1
තිබණෙ,1
ඇක්සියමා,1
අනූගණනක්,1
බිහිවුණාට,1
ඇක්සියොමා,1
ඇක්සියම,1
සිල්වාවත්,1
රෝහණවත්,1
කපන්නෙත්,1
කාම්බෝජයෙන්,1
සංස්කෘතියකත්,1
කථිකත්වයකුත්,1
උපරිමාධිකරණයෙ,1
කප්,1
අමාරැවක්,1
රුකක්,1
සුරබි,1
නඟනවා,1
කෑවලු,1
පැහැදිලිි,1
වාර්තවෙන්,1
නිවැරදිතාවක්,1
තොණ්ඩමාන්,1
අශයෙන්,1
වැල්ලෙ,1
තමයිි,1
ගීතයේත්,1
පැලැස්තරයක්,1
අලවාවි,1
විනිශ්ච,1
අර්ථදක්වමු,1
චන්දනට,1
පද්මනාදන්ට,1
මර්දනයෙන්,1
යන්නී,1
අනුරාධාලා,1
නැකතුත්,1
කියන්න්,1
කමෙන,1
දෙසැම්බරයෙන්,1
පුච්චල,1
ගවේෂණාත්මක,1
විජිතමුණිලගෙ,1
සිසුනගේ,1
පත්වූවාට,1
හොරකමේ,1
ස්ත්‍රීන්ගේ,1
වෑරදිවලට,1
කියනානේ,1
ඉටුනොවී,1
ඇදබාන,1
විජාතියන්ට,1
ඇඳලයි,1
ප්රදවාද,1
විරුද්ධවාදීනට,1
මිත්‍රයකුගේ,1
විරුවන්ගේ,1
හිතකින්,1
කවුරුැන්,1
හිජාබ්වත්,1
රොයින්ග්‍යා,1
වඳින්නෙත්,1
පරික්ෂාවකට,1
ත්‍රස්තවාදයවත්,1
ජාතිවාදයවත්,1
සිල්වාටත්,1
අල්විස්ටත්,1
විද්යාපත්මක,1
විද්යා්වේ,1
ඉත්ිහාසයක්,1
පිඨය,1
දෙමළෙට,1
ගැරහුවාට,1
කාර්යාලවලත්,1
පොල්ගෙඩිවලටත්,1
කොළඹටත්,1
වෙල්ලාලර්,1
හැඳීන්වුණේ,1
ගංවතුරේ,1
පදිමින්,1
පැවැත්මකුත්,1
අපේක්ෂකයාගෙ,1
මහවිලච්ච්යට,1
රචනාවට,1
දෙනකන්,1
අගුරු,1
නොහොඳකමක්,1
යොදවමින්,1
කරවනවාය,1
තියෙද්දින්,1
විනෝදයක්,1
දානපතියකු,1
හීිතූ,1
කොන්තරාත්තුව,1
කිලිනොච්චියත්,1
හැරිසන්ලගෙ,1
හිනදුමුස්ලිම්,1
කියවන්නෝ,1
විෂයකට,1
ජූඩ්,1
ප්‍රතිපත්තියක්වත්,1
හකීම්ලාගෙ,1
දේවානන්දාලගෙ,1
භාවනාවකට,1
අසීරුයි,1
වැඩක්්,1
මාකට්,1
බූද්ධි,1
අටෝරාසියක්,1
එත්නත්,1
හිතන්නෙවත්,1
ආණ්ඩුවෙථ,1
අමතිවරු,1
ආණ්ඩුවෙනුත්,1
ආධිත්‍යයේ,1
වද්දානොගත,1
පාවාදෙන්නන්,1
කටුවලින්,1
පලදරා,1
එකකම,1
ඇතිබවද,1
බලපැම්වලින්,1
දුර්වලකම්වලට,1
විදුලියත්,1
දොස්තරවරයකු,1
මුලාවී,1
හේතුුත්,1
ආණ්ඩුවද,1
දණගහගෙන,1
සෞඛ්‍යාරාක්ෂාව,1
අස්ථාවරත්වයට,1
ඇතුලතින්ද,1
කොටහේනේත්,1
නොපිළිගත්තා,1
කාලයේදීම,1
මැඩීම,1
ආවරණයේ,1
චරිතවල,1
සිපගැනීම,1
තෑනෑත්තා,1
බණ්ඩාරණයක,1
ඇන්දවීමයි,1
ඉලවර්,1
කයාල්පට්නම්,1
අරාබියයි,1
වන්නවුනුත්,1
මෙහෙත්,1
කැළඹී,1
රෙපරමාදුන්ගෙන්,1
ක්ෂෙත්‍රය්,1
පැටවීමකි,1
බසයි,1
හැඳිනීම්,1
හැඳුනුම්,1
ගානක්,1
එල්ලවිණි,1
කම්මැලිකමට,1
හාමුදරූැවරුන්ට,1
පියවීමටවත්,1
මිථ්‍යාවලින්,1
දුන,1
පිපිරවීමයි,1
දොළදුකට,1
සංස්කෘතියෙට,1
සිටුවීමකි,1
උසිගැන්විය,1
යෝජනාවකුත්,1
මාස්ක්වාදීන්,1
මාස්ක්දාගෙන,1
මිනිස්කම්,1
කකුලට,1
හිටියලු,1
සැමරුවන්ට,1
මළඉලවු,1
ඇල්ගොරිදමයක්,1
කොන්දේසිත්,1
ගන්නලා,1
මූලස්ථානයේ,1
සංධානයකින්පෙරමුණකින්,1
නැළවිලි,1
බලයන්,1
පිළිවෙල,1
පෙරකදෝරවෙකු,1
ඉඩදීලා,1
අධිකරණෙත්,1
ප්‍රාඥයකුට,1
අයිටමයක්,1
පැවැත්වූයේත්,1
සම්මනත්‍රණ,1
හිනස්සනවා,1
ජාත්‍යන්තරත්වයකට,1
පත්වෙන්නෙත්,1
වැජඹෙන්නේ,1
ගිම්හාන්ට,1
ඇමතිවරයාව,1
උරුමකර,1
ප්‍රතිචාරයටයි,1
දක්ෂවන්නේ,1
ආදිවාසික,1
දඬුමොණරය,1
පිටිනි,1
පිහීටුවන්නේ,1
ව්‍යජා,1
සැකකිරීමට,1
පහරවව,1
ත්‍රිරෝදවල,1
කොටල,1
විෂබීජහරණයකට,1
ආණ්ඩුකාරයාගෙ,1
තිරියායටත්,1
නිසත්,1
නෑටවිය,1
සතුරන්ගෙනි,1
කොහෙන්ද,1
හිතනවාත්,1
විනෝදයටවත්,1
තබාගැනීමටවත්,1
යටකරන්නේ,1
අපරණිතයි,1
හමුදාවවත්,1
ව්‍යවස්ථාවවත්්,1
යටවුනත්,1
හිවළුන්,1
දෙවීම,1
තිරියායට,1
රස්සාවල,1
ඔලමොට්ටල,1
කෝරමණාඩල,1
දියසේනලා,1
නියඟයක්,1
ලිච්ඡවීන්,1
පංගුවක්,1
රැස්කරනවා,1
සැණකෙළි,1
පාර්ලිමේන්තුවෙහි,1
දසදහසෙන්,1
සීමාසේනලාවත්,1
පුප්පාගෙන,1
ගමනුත්,1
ගුමන්,1
නොරැඳිය,1
ද්විවචනය,1
ගයාවක,1
කරි්,1
මියයනු,1
ලිච්ඡවිකරණයෙහි,1
ඉරටෙන්,1
ගංවතුරක්,1
කීරතියක්,1
කෑගහන්න,1
ෆැසිස්ට්වාදී,1
භූදේශපාලනික,1
ලිහෙන,1
ආතක්,1
පාතක්,1
දාඨිය,1
පීඨිය,1
නොනගින,1
දුරස්වන,1
ගෙනාවිට,1
සජිත්දාසල,1
නෝනිස්ට,1
පාරිසරික,1
ජනවල,1
පසිඳලීම,1
ගල්තුනෙන්,1
කිරීමටබෙදා,1
සාමයික,1
හොරකම්වලට,1
ඔවුන්ටසුපුරුදු,1
නායකත්වයටය,1
ජනර්ගය,1
ඇඹුලුත්,1
ගමන්කරනු,1
දානකම්,1
උත්සශ්‍රීයෙන්,1
වැට්ටවීමෙහි,1
ජනාධිපතික්‍රමය,1
ජාකිකවාදයට,1
නොබලන්න,1
සිදුවූවාක්,1
දාන්නේ,1
සමුළු,1
පැරිසියේ,1
යෝජනාවලියේ,1
ඇත්තෙම,1
තිප්පළවලටත්,1
විදීවල,1
චෝලමණ්ඩල,1
මධ්‍යයෙන්,1
ප්‍රාන්තයට,1
ඝාතනවලටත්,1
නුදුන්නොත්,1
ප්රදයෝජනය,1
සම්ප්‍රදායානුකූල,1
අප්‍රකාශිත,1
සකර්බර්ගේත්,1
ගමනක්‌,1
රසායනයට,1
උපායශීලිව,1
ගෝරිවලට,1
වොල්වින්ලත්,1
චලිතයත්,1
කුරුසිය,1
ජේතවනාරාමෙත්,1
සලස්සලා,1
බ්‍රිජටියන්,1
පීටරයිට්,1
අනුලියන්,1
හින්දියෙන්,1
කෘරබව,1
රැුවටීමයි,1
රෝහල්වලින්,1
වේන,1
ඉඟිකරන්නේ,1
උතප්‍රේරකයක්,1
දියුුණුවට,1
සමුහය,1
ස්ථරයෙ,1
දත්තවලින්,1
වීරවංශගේ,1
උජාරුවකින්,1
තර්ස්ටනයිට්,1
විසාකියන්,1
සෑවල,1
ආනන්දියන්,1
දැවුණේ,1
යනචා,1
එස්ලාගේ,1
දකින්නන,1
ටාසන්ලාගෙන්,1
කරදී්,1
සලසාදීමය,1
පක්ෂපාතිවුණේ,1
නොදැනීමෙන්,1
සමීක්ෂණය,1
පාඨවලට,1
ආම්බාන්,1
කිංග්ඩමියන්,1
ශිෂ්‍යයන්ටශිෂ්‍යාවන්ට,1
තෝමියන්,1
අගභාගයේත්,1
කරිඅධ්යාමාර්ග,1
අභ්යකන්තරයෙන්,1
යගදාව,1
නොමියන,1
තෙළඟනා,1
කැඩෙන්නට,1
ආන්ඩුවට,1
මිථ්‍යාධාරියකු,1
මාර්ගයක්‌,1
කලනයක්,1
ආනයනවල,1
සුතං,1
කච්චියෙන්,1
යෝජිතයන්ගේ,1
සමාජවාදෙ,1
ලේකම්වරුන්ටවත්,1
තරෙමන්,1
දේටවත්,1
දුටුවෙහි,1
මුලාකරලා,1
බොරුවැඩ,1
ඔව්වා,1
අන්දටිඨකථා,1
කොවිඩ්වලින්,1
ඇරියර්ස්,1
ඉපදිච්ච,1
සෝඩාවල,1
නාට්‍යමය,1
දුකයි,1
නැවත්,1
ඔරානිත්,1
ඔරිස්සාහි,1
ඔරුමිත්තනාඩුවෙ,1
වැඩිවෙන්නත්,1
වීරරත්න,1
ආන්ද්‍රයන්,1
සුදන්ත,1
රාජපක්ෂචන්ද්‍රසිරි,1
ආනන්දය,1
මහමිතව,1
නැවීමක්,1
අමිර්තලිගම්ට,1
කුමාර්ස්වාමිත්,1
දෙමළුන්ද,1
කිතුනුවන්ද,1
ඉන්ද්‍රජිත,1
පසුබාගොස්,1
කුමාරස්වාමිත්,1
ආචාර්යවරියෝ,1
ශානි,1
හයදෙනා,1
විශවවිද්‍යාලවල,1
ගැවසීමෙන්,1
උපායන්,1
වමාරන,1
ඊආරපීඑම්,1
වහපාලන,1
ගහපාලන,1
සමගියක්වත්,1
රාමක්‍රිෂ්ණන්,1
වෙන්කි,1
අමනුෂ්‍යයන්ගෙන්,1
ජාතිකවාදීුන්,1
ඇඟවෙන,1
එවං,1
නෙළමින්,1
ආත්මභාවයක්,1
විදුහලක්,1
උයන්ගොඩ,1
වර්ගවාදයක්,1
බෞද්ධාලේපිත,1
රධිකාත්,1
සොහොයුරිය,1
ඉන්ද්‍රජිත්ගේ,1
අළුත්ගමගේ,1
ඒකානායක,1
කාරයනුත්,1
දාර,1
පාසලිකන්,1
පඬියම,1
ගුණවගාවටත්,1
මුට්ටියට,1
නොඑන්නට,1
පිටවෙන්නෙ,1
කලපයෙ,1
සැප්තැම්බරයෙ,1
ජාතිවාදියො,1
ප්‍රතිකාරවලටත්,1
කර්මවාදයේ,1
ගැටළුවකට,1
බංකුව,1
සමාගමටත්,1
පණ්ඩාරම්ලා,1
එදිරිමානසිංහ,1
උදවියගෙ,1
වියට්නාමයක්,1
ඇෆ්ගනිස්තානයක්,1
ආයෝජකයන්ගේ,1
අටමගලට,1
බෙල්ලන්විලට,1
බැචරලර්,1
බාධකයෙහි,1
පරිසිද්ධිත්,1
පශ්චාත්නූතනවාදින්,1
කදිමයි,1
ගේන්නවත්,1
පුරාවිද්‍යාඥයො,1
යුගත්,1
කියැවුව,1
පොල්තෙල්වල,1
මොටෝ,1
හඳුන්වාදි,1
ප්‍රකශ,1
සත්ගුණවත්,1
වෙදමහත්තුරූ,1
ආරංචියේ,1
වැහිලි,1
බෙහොමයකට,1
ලංකවෙන්,1
කස්ත්‍රෝගෙ,1
පර්යේෂණාගාරයක්,1
රැජනගෙ,1
පවරාගන්න,1
අත්කරගන්නා,1
ආසාදිතයකුට,1
ප්‍රහාරයෙ,1
නඩේට,1
බහුවිශ්වවලින්,1
තේරීමක්,1
කොසයින්,1
ස්ටැලින්ලාත්,1
කණ්ඩායමකුත්,1
ආමිස,1
නොදැක්වෙන්නේ,1
ආබ්‍රහිමික,1
බෙහෙත්වලින්,1
මාඕගෙ,1
ලොක්කාගෙන්,1
වෙදමත්වරුන්ටත්,1
තමුසේ,1
වකවානුවෙ,1
විජයබාු,1
යන්ත්‍රෝපකරණ,1
ඖෂධයකට,1
උරුමවලට,1
ගුණාත්මකභාවය,1
කෙටවීමක්,1
ශිෂ්‍යයන්වත්,1
විගද්ධ,1
කඩතුරාවක්,1
පණිවුඩවල,1
සිතාවත්,1
රෝහලත්,1
දෝස්තර,1
උපමාරු,1
කොන්දේසිවල,1
පරලබාකාශ,1
තමාගේත්,1
පිණිසවේ,1
වීිසඳීම,1
ජනඅනුපාතිකව,1
ලෝකයාගේත්,1
වෛරක්කාරී,1
සංස්කෘතිකවාදීන්,1
ගැලවීමක්‌,1
මූලාශ්‍රයක්වත්,1
දිර්ඝකාලීන,1
අභ්‍යන්තරයෙන්ම,1
වසන්තයෙන්,1
නීික්ෂකයාගෙන්,1
යොදමු,1
ආත්මාභිමානයද,1
දෙනෙකුම,1
පෞද්ගලිකාත්මයක්,1
තරුණයින්ටද,1
සුභවාදීව,1
අසුභවාදීව,1
නොගෑවුණු,1
භූමියකට,1
ශාලාත්,1
ඉන්දියන්වරුන්,1
ආත්මිය,1
වැපිර,1
තත්වයෙ,1
ලෝකයකයි,1
ජානයෙන්,1
ආදීන්ගෙනි,1
කාර්යක්ෂමයි,1
කෙරීමක්ද,1
ෆෙඩරල්වාදීන්ගේ,1
උශ්නත්වය,1
හාත්පසින්ම,1
අස්වේවිය,1
උලුප්පන්නේ,1
ප්‍රියංක,1
කළකරවීමට,1
නායකත්වයකට,1
මිථ්‍යාමතධාරීන්,1
ගේම්කාරයන්,1
බැහැදැකීමට,1
අමැතිවරුන්ගේ,1
හමුවුන,1
ලේබලයට,1
නොදත්තාට,1
ප්‍රසංශාව,1
ආතතියකුත්,1
නොයනවා,1
පත්තරයක,1
රාජකරුණානායක,1
ගෝඨාභයටවත්,1
පක්ෂපාතීත්වයකට,1
ආදායමකුත්,1
අධ්යාෙත්මික,1
මතවාදීන්,1
අටමගල,1
මහින්දවදීන්,1
කරනවාටත්,1
බක්‌කියට,1
පෑහෙන්නෙත්,1
