index,corrected_sentence
50370,ඒ ග්‍රීක යුදෙවු ක්‍රිස්තියානි චින්තනයේ ඊනියා ජාත්‍යන්තරවාදී බටහිර ක්‍රිස්තියානි ආධිපත්‍යයක් සහිත ලෝකය කඩාවැටීමක් ගැන
100187,එතුමා සඳහන් කෙළේ බුදුන් වහන්සේත් යමක් අත්හැරියේ තවත් යමක් අත්කර ගැනීමට බව
3155,අද පෞද්ගලික රෝහල් චැනල් සේවය බටහිර වෛද්‍ය ක්ෂෙත්‍රයේ දකින්න තියෙනවා
10960,අපට මේ බටහිරයන් පරාජය කළ හැකි ය
121811,මේ තම ලෝක ආධිපත්‍යය රැකගැනීමට බටහිරයන් ක්‍රියාකරන අන්දම
1193,අද ඇත්තේ බටහිරින් පුරුදු වෙච්ච පුරුදු කළ දේ
65754,ඔවුන්ගෙ සම්පූර්ණ උගත්කම ම බටහිරින් ලැබුණු එකක්
95130,පස්වැනි සියවසේ වැඩ විසූ උන්වන්සේ මහාවංසය තුන්වැනි සියවසෙන් නැවැත්වූයේ ඇයි එය ඉතිහාසයේ අවසානය ද අපේ යක්ෂයන්ට මොකද වුණේ භාරතීයයන් අපේ ඉතිහාසයෙන් යක්ෂයන් පන්නලා
119907,මෙහෙයුම් කමිටුවට ඉදිරිපත් කරපු ලියවිල්ල සකස් කරද්දි ඇමතිවරු මුකුත් කරන්න නැතිව ඇති
121902,මේ තීරණයෙන් සති කිහිපයකට පෙර සඳහන් කෙරුණු අයුරෙන් මෙයින් සිදුවන්නේ උසාවියේ නඩු වැළක් පැවරීම පමණකි
81772,ජාතික ආණ්ඩු සංකල්පය රනිල් මෛත්‍රී යමපාලනයේ තවත් ව්‍යාජයක් පමණකි
3888,අද මෛත්‍රීපාල සිරිසේන විජාතික බලවේගවල අපේක්ෂකයා වෙයි
14919,අරාබි වසන්තයෙහි ප්‍රතිඵලය ලෙස මෛත්‍රීපාල සිරිසේන පඹ ජනාධිපතිවරයා කිරීමේ අවශ්‍යතාව බටහිරයන්ට වෙයි
20396,ඉතාම දුර්වල අපේක්ෂකයකු වූ මෛත්‍රීපාල සිරිසේන ඊනියා පොදු අපේක්ෂකයා වන්නේ මේ සන්දර්භයෙහි ය
44870,එහෙත් මෛත්‍රීපාල සිරිසේනට දිනිය නොහැකි බව ඔවුහු දනිති
82155,ජාතික හෙළ උරුමය මෛත්‍රීපාල සිරිසේනට සහාය දීම හේතුවෙන් ඔහුගේ විජාතිකත්වය අඩු නොවේ
126383,මෛත්‍රීපාල සිරිසේන දෙමළ ජාතිවාදය
79122,චන්ද්‍රිකා කුමාරතුංග මගින් බටහිරයෝ මෛත්‍රීපාලට ජනාධිපති අපේක්ෂකයා වීමේ වැදගත්කම ලබා දී ඔහු ඊනියා පොදු අපේක්ෂකයා කළහ
32900,එයට ප්‍රධාන හේතුව වූයේ මහින්දගේ ජනාධිපතිවරණ ව්‍යාපාරය මෙහෙයවූවන් සිංහල ජාතිකත්වයට නිසි ලෙස ආමන්ත්‍රණය කිරීමට අපොහොසත් වීම ය
138554,සඟ වෙද ගුරු ගොවි කම්කරු රණවිරු බල වේගය සංවිධානය විය යුතු ය
89394,දෙවැන්නත් ඉටුකර ගෙන යනවා මෛත්‍රිපාල මොන බයිලා කිව්වත් අද රණවිරුවන් කිහිප දෙනකු හිරේ
53977,ඒ මහතා පසුගිය දා මහනුවර දී කීර්ති තෙන්නකෝන් මහතා සහභාගි වූ රැස්වීම ද මගහැරියේ ය
130788,රැස්වීමක් හෝ මාධ්‍ය සාකච්ඡාවක් හෝ පැවැත්වු විට ජනමාධ්‍ය තුන හතරකට වඩා සහභාගි වුනේ නැහැ
139470,සමහරවිට ඒ නිසා රැස්වීමක් තබාගැනීමට නොහැකි වූවා ද කියා දන්නේ නැහැ
54748,ඒ රැස්වීමට පැමිණි අය අතර අති විශාල බහුතරය මහින්ද රාජපක්ෂ මහතාට ඡන්දය දුන් අය වෙති
15518,අවසානයේ දී ඔවුන් මගේ ඡායාරූපය අනෙක් පීඨාධිපතිවරුන්ගේ ඡායාරූප එල්ලා ඇති පීඨ මණ්ඩල රැස්වීම් ශාලාවෙ එල්ලුවෙ නැහැ
5394,අදාළ රැස්වීමේ සිටි මවක නැගිට තම පුතා මිය ගියේ චන්ද්‍රිකාගේ කාලයේ බවත් එහෙත් ඒ මරණයෙන් රටට වැඩක් නොවූ බවත් නොකීම චන්ද්‍රිකාගේ වාසනාවක් යැයි අපට කිව නොහැක්කේ එතැනට කැඳවන ලද කාන්තාවන්ට ආරාධනය කළේ කවුදැයි අප නිච්චියට ම නොදන්නා බැවිනි
109789,මහින්ද රාජපක්ෂ මහතා රැස්වීමට පණිවුඩයක් එවමින් කියා සිටියේ රැස්වීමේ අභිලාෂයන්ට තමන්ට පිටු පෑ නොහැකි බව ය
109823,මහින්ද රාජපක්ෂ රැස්වීමට පණිවුඩයක් එවමින් කියා සිටියේ රැස්වීමේ අභිලාෂයන්ට තමන්ට පිටු පෑ නොහැකි බව ය
130789,රැකීමක් මිස රකින්නකු නැත
33370,එයට හේතුව වූයේ වරප්‍රසාද රැක ගැනීමයි
73417,කලින් සඳහන් කළ ආකාරයට දෙමළ නායකයන්ට සිංහලයන් බහුතරය බව නොපිළිගැනීමට ප්‍රධාන ම හේතුව වූයේ ඔවුන්ගේ වරප්‍රසාද රැක ගැනීමයි
108042,මධ්‍යයෙහි සිංහල බහුතරයක් ඇතිවීම වැළැක්විය නොහැකි නිසා තම වරප්‍රසාද අහිමි වන බැවින් හා බලය අඩුවන බැවින් වරප්‍රසාද රැක ගැනීමට හා බලය ලබා ගැනීමට තමන්ට බහුතරයක් විය හැකි ප්‍රදේශයක් වෙන ම රාජ්‍යයක් ලෙස වෙන් කරගැනීම ඊළාම් රාජ්‍යයට පසුබිම් වූ දර්ශනයයි
133154,වරප්‍රසාද ලත් බොහෝ අය කල්පනා කරන්නේ එම වරප්‍රසාද රැක ගැනීමටයි
46746,ඒ අතර තම කිතුණු කතෝලික අනන්‍යතාවත් රැක ගන්නවා
133152,වරප්‍රසාද රැක ගැනීම ඒ සඳහා ව්‍යවස්ථාදායක සභාවේ බලය ජන අනුපාතයට කිසිසේත් ම නොසරිලන අයුරකින් පවත්වාගත යුතු ය යන්න හා එහි දී සිංහලයන් බහුතරය බව නොපිළිගැනීම ආදිය ඒ ඉල්ලීමෙහි අඩංගු වුණා
124835,මේ සියලූ ඉල්ලීම්වලට පදනම් වූයේ තම වරප්‍රසාද රැක ගැනීමට හා බලය බෙදා හදාගැනීමට දෙමළ නායකයන් සිංහල ජනතාව බහුතරයක් බව පිළිගැනීමට තිබූ අකැමැත්තයි
128340,රටේ ඉතිහාසය සමග බද්ධ වී සිංහලයන් බහුතරය ලෙස පිළිගතහොත් තම ජන අනුපාතය වඩා තමන් ලබාගෙන ඇති වරප්‍රසාද  රැක ගැනීමට ඔවුන්ට නොහැකි වන බව ඔවුන් වටහා ගත්තා
60624,ඒත් ප්‍රශ්නය වූයේ දෙමළ ජනයා ගේ වරප්‍රසාද රැක ගැනීමේ දී මේ වරප්‍රසාදත් එක්ක බලය පිළිබඳ ප්‍රශ්නයත් ඈඳුණා
111307,මා කලින් කී අයුරින් ම දෙමළ ජනයාට තිබුණේ බ්‍රිතාන්‍යයන් යටතේ තමන් ලත් වරප්‍රසාද හා බලය රැක ගැනීමේ ප්‍රශ්නයයි
43448,එහෙත් ප්‍රතිශතයක් ලෙස ගත් කල යාපනයේ ජනතාව ගෙන් සෑහෙන කොටසකට ආණ්ඩුවේ රැකියා තනතුරු ආදිය ලැබුණා
62402,ඔව් ඒත් ඉන් කියැවෙන්නේ නැහැ සියලූ ක්‍රිස්තියානීන්ට හා කතෝලිකයන්ට රැකියා ලැබුණා කියලා
130790,රැකියා හා වෘත්තීන්වල තිබූ වරප්‍රසාදවලටත් වඩා එක් අතකින් ගත් කල දේශපාලන බලය පිළිබඳ ව ඉංගිරිසින් විසින් දෙමළ ජනතාව ගේ හිත්වලට දමන ලද අනුපාතය මෙහි දී ප්‍රධාන වශයෙන් බලපා තිබෙන බවක් පේනවා
142531,සිංහල සංස්කෘතිය තුළ ම පැහැදිලි අනන්‍යතාවක් ඇති ව කිතුනුවන් හා කතෝලිකයන් ලෙස ජීවත් වීමටත් තම ජනගහන අනුපාතයට නොසරිලන ලෙස රැකියා ආදිය බලාපොරොත්තු නොවීමටත් ඔවුන් ඉගෙන ගෙන තිබෙනවා
142809,සිංහලයන් බහුතරය බව පිළිගතහොත් ජන අනුපාතයට වඩා රැකියා හා වෘත්තීන්හි තමන් යෙදී සිටීම ගැටලුවක් වන බව ඔවුන් දුටුවා
127496,යාපනයේ දිස්ත්‍රික්කයේ ජන අනුපාතය සියයට පහක් හයක් පමණ වුවත් මේ වෘත්තීන් හා රැකියාවල යෙදුණු අය ඒ අනුපාතය වගේ හත් අට ගුණයක් වුණා
24002,උදාහරණයක් ලෙස මැද පෙරදිග රැකියාවලට ලංකාව ඇතුළු ආසියාතික රටවලින් යන අය ඒ රටවල ආර්ථිකය නගාසිටුවීම සඳහා විශාල කාර්යයක් කරනවා
130791,රැකියාවලට වෘත්තීන්ට පත් වීමේ දී බෞද්ධයන් තම අනුපාතයට සරිලන අයුරින් ඒවාට පත් වීම අද කිතුණුවන් ගෙන් හා කතෝලිකයන් ගෙන් බහුතරයකට ප්‍රශ්නයක් නොවෙයි
68521,ඔහු එක් රැයකින් වීරයෙක් විය
32270,එය සිංහලෙන් හා ඉංගිරිසියෙන් පෙඩරල් කියා හැඳින්වූයේ අපව රැවටීමටයි
63761,ඔවුන් තම පක්ෂය පෙඩරල් නමින් හැඳින්වූයේ සිංහල ජනතාව රැවටීමටයි
75599,කුසලය රැස් කරන ලද්දේ ද ඒ කරණ කොටගෙන ලෝකය භවසාගර දුකෙන් මිදුණක් වේවා
35454,එසේ ම එකී ප්‍රකාශනය නිකුත් කළ දින සිට මාස තුනක් ගත වන්නට පෙර දිනයකට අභිනව පාර්ලිමේන්තුවේ පළමුවන රැස්වීම ඒ ප්‍රකාශනයෙන් ම කැඳවිය යුත්තේ ය
79983,ඡෙදයේ හෝ ඡෙදයේ විධිවිධාන යටතේ ප්‍රකාශනයක් මගින් අභිනව පාර්ලිමේන්තුවේ ප්‍රථම රැස්වීම සඳහා නියම කරන ලද දිනය ඉන් පසුව කරන ප්‍රකාශනයක් මගින් වෙනස් කරනු ලැබිය හැක්කේ ය
91694,නාවලපිටිය ආදී පළාත්වල සිංහල විරෝධී රැස්වීම් පවත්වා තිබෙනවා
117453,මෙයින් කියැවෙන්නේ මාස තුනකට පසු නොවන දිනයක රැස්වන ලෙස අභිනව පාර්ලිමේන්තුව කැඳවිය යුතු බව ය
21755,ඉන්පසු නුගේගොඩ මහනුවර හා රත්නපුර රැස්වීම් තුනට සුබ පැතුම් පණිවුඩ යැවී ය
101944,බටහිර විද්‍යාවේ ආධිපත්‍යය බිඳ නොහෙළා සිංහලකමක් ඇතිකිරීමට කතාකරන ව්‍යාජ ජාතිකවාදීන්ට හා බොරු කොණ්ඩාකාරයන්ට පිළිතුරු දෙමින් බටහිර විද්‍යාව පට්ටපල් බොරු බව පැහැදිලි කිරීමේ රැස්වීමක් මේ මස විසි තුන්වැනි දා මහනුවර දී පැවැත්වෙයි
43271,එහෙත් ප්‍රශ්නයක් තියෙනවා අනෙක් රැඳවීම් නියෝගය සම්බන්ධයෙන්
130736,රැඳවීම් නියෝගයෙන් කියැවෙන්නේ නැහැ ආපසු ඔක්තෝම්බර් විසි පස්වැනි දාට ගොස් රනිල් අගමැති කරන්න කියා
104967,බුදුහාමුදුරුවන් සම්මා සම්‍යක් වැනි වදන් යොදා ගත්තේ මේ ප්‍රශ්නයට පිළිතුරක් ලෙසය යන්න මගේ වැටහීමයි
56532,ඒ සමග විශ්වවිද්‍යාල වසා තිබූ සමයේ ඇතුල්වීමට නොහැකි වූ සිසුන් වෙනුවෙන් එකවර කණ්ඩායම් දෙකක් බඳවා ගැනීමටත් විශ්වවිද්‍යාල කථිකාචාර්යවරුන්ගේ වැටුප් වැඩිකිරීමටත් වැඩිපුර උපකරණ හා පහසුකම් සඳහා ප්‍රතිපාදන සැපයීමටත් සිසුන් අත්අඩංගුවට ගැනීමේ දී හා නිදහස් කිරීමේ දී ඇමතිවරයා හා උපකුලපතිවරුන් හා දෙමව්පියන් දැනුවත් කිරීමත් ඇතුළු කරුණු කිහිපයකට ප්‍රේමදාස මහතා එකඟ විය මගේ යෝජනා ඇලපිල්ලක පාපිල්ලක වෙනසක් නැතිව ක්‍රියාත්මක විය
103504,බඳවා ගැනීම හා රඳවා ගැනීමත් වැටුප් වැඩි කිරීමත් අතර සම්බන්ධයක් නැත
62309,ඔය වකවානුවෙ තමයි අපේ විජයබාහු රජු සොළී හින්දුන් පරාජය කරල පොළොන්නරුවෙ රජ වුණෙ
131371,ලංකාවට එන බටහිර වෛද්‍යවරුන් විග්නේස්වරන් ළඟ ලියා පදිංචි වීමේ නීතියක් තියෙනව ද නීතිය නැවීමෙන් එවැනි අර්ථකථනයක් දීමේ ඉඩක් තියෙනවා ද මට තේරෙන්නෙ නැති නිසා මා ප්‍රශ්න අසනවා
35755,එසේ වුවත් මෛත්‍රිපාල උතුරු පළාතේ මහා ඇමතිට බය ය
75901,කෙසේ වුවත් එ ජා පක්ෂ ආණ්ඩු මෙන් නොව ශ්‍රි ල නි පක්ෂ ආණ්ඩු ඇතැම් විට බටහිර විරෝධී ප්‍රතිපත්ති අනුගමනය කරයි
19710,ඉංගිරිසි ක්‍රිස්තියානි නූතනත්වය පදනම් වී ඇත්තේ පෞද්ගලිකත්වය මතයි
136415,විග්නේෂ්වරන් කියා තිබුණෙ ගුවන් හමුදාවේ වෛද්‍යවරුන් ලංකා හමුදාව එන්නත් කිරීම නිසා රෝගී වී ඇති එම සාමාජිකයන් පරීක්ෂා කරාවි කියා
55152,ඒ වන විට සුරදූතයන් ගිහින් ඉඳියි ද දන්නේ නැහැ
139374,සමහර විට පෘතුගීසි සම්භවයක් තියෙන්නත් පුළුවන්
108734,මලයාසියාව අපේ තානාපතිගෙ ආරක්ෂාව ගැන හොයලා බලලා නැති විදියක් තමයි පේන්න තියෙන්න
78006,ගැමුණු රජු ජාතියේ වීරයා වන්නේ අපට ව්‍යවස්ථාවක් සකස් කර දුන් නිසාත් සිංහල බෞද්ධ රාජ්‍යය තහවුරු කළ නිසාත් ය
48202,ඒ ඊනියා යහපාලනයක් ගැන ගෙන යන ලද ප්‍රචාරයක් මගින් පඬියන් විසින් ජාතික යැයි හැඳින්වෙන ප්‍රශ්නය යටපත් කර තිබිය දී ය ඇමරිකාව අනෙක් රටවල තමන්ට විරුද්ධ නායකයන්ට එරෙහිව සයිබර් යුද්ධයක් යොදාගෙන ඇති අන්දමට මෙරට ද තරුණයන් නොමග යවමින් මහින්දට විරුද්ධව සයිබර් අවකාශය යොදාගැනීමෙන් පසුව ය
62869,ඔවුන් ඊනියා ජනවාර්ගික ප්‍රශ්නය විසඳීම යන්නෙන් අදහස් කරන්නේ සිංහලයන්ට ඓතිහාසිකව සංස්කෘතිකව හා ජන අනුපාතිකව මෙරට හිමි තැන අහිමි කිරීමට ය
126086,මෛත්‍රිපාලට අගමැතිකම පොරොන්දු වී නම් ඊනියා පොදු අපේක්ෂකයා වන්නේ නිමල් සිරිපාල ය
3666,අද මෙරට ජාතිවාදය නමින් රනිල් ඇතුළු එ ජා පක්ෂ පඬියන් හා අන් අය විසින් හැඳින්වෙන්නේ සිංහල ජාතිකත්වය පාවාදීමට විරුද්ධ වීම ය
34719,එස්මන්ඩ් වික්‍රමසිංහගෙ සිංහල පමණක් කියන කතාවෙන් සිද්ධ වුනේ දෙමළත් රාජ්‍ය භාෂාව කරන්න ඕන නමුත් සිංහල පමණක් රාජ්‍ය භාෂාව කළා කියලා ප්‍රචාරය වීම
88976,දෙමළ ත්‍රස්තවාදීන් සමග දිගින් දිගට ම සාකච්ඡා කරන ලෙස බටහිරයන් හා ඉන්දියාව අපට බලකරද්දී ඇංකරයන් හැරෙන්නට මෙරට සිංහල ජනතාවගෙන් අති විශාල බහුතරය දෙමළ කොටි ත්‍රස්තවාදය හමුදා මෙහෙයුම්වලින් පරාජය කළ යුතු බව කියා සිටියහ
86582,දැනට අවුරුදු විසි හයකට පෙර විදුසර විද්‍යා සංග්‍රහය සමග පැවති සාකච්ඡාවක දී මා ප්‍රකාශ කළ අදහස් සමග පළ වූ චිත්‍රයක් මේ සමග වෙයි
19309,ඇය මුල දී සිතා සිටියේ කොටි සමග සාකච්ඡා කර කොටි සංවිධානයට පෙඩරල් ලබා දී පසු ව ඡන්දයෙන් දෙමළ එක්සත් විමුක්ති පෙරමුණ උතුරු හා නැගෙනහිර පළාත්වල බලයට පත් කෙරීමටයි
25562,එකක් සිංහල රාජ්‍ය භාෂා පනත වෙනස් කිරීම ගැන සාකච්ඡා කෙරීමට වත් තමන් එකඟ නොවන බව
25654,එකල ඉන්දියාවත් සමග සාකච්ඡා කෙළේ නම් විශාල පිරිසක් ඉන්දියාවට යැවීමට තිබුණා
28469,එම සාකච්ඡා හා විසඳුම් වල ප්‍රතිඵල ලෙස වතුකම්කරුවන් ගෙන් විශාල පිරිසක් ආපසු ඉන්දියාවට ගෙන්වා ගැනීමට ඉන්දීය ආණ්ඩුව එකඟ වූවා
89373,දෙවැන්න පෙඩරල් ක්‍රමයක් ගැනත් සාකච්ඡා කෙරීමටවත් තමන් එකඟ නොවන බව
122892,මේ ප්‍රශ්නය පිළිබඳ ඉන්දියාව සමග විවිධ සාකච්ඡා හා ගිවිසුම් ඇති වී තිබෙනවා
590,අණපනත් ඉදිරිපත් කෙරීමට නොහැකි වුවත් සාකච්ඡාවලට සහභාගීවීමෙන් පණත් සම්මත වීමේ දී යම් බලපෑමක් කෙරීමට පුළුවන් වුණා
6463,අනෙක් අතින් පූර්විකාවේ ම ලංකා දෙමළ රාජ්‍ය පක්ෂය කියා සිටියේ තමන් ගේ අරමුණු වෙනස් කර නො ගෙන සාකච්ඡාවලට එකතු වුණු බවයි
104451,බුද්ධි අංශ දුර්වල කරන විට කාදිනල්තුමා හරි සෝභිත හාමුදුරුවන් හරි ප්‍රකාශ නිකුත් කළා ද කියා දැනගන්න පුළුවන් ද බුද්ධි අංශ නිලධාරීන් සිරගත කරන විට කාදිනල්තුමා හා සෝභිත හාමුුදුරුවන් කුමක් කෙළේ ද ඒ අනුමත කෙළේ නම් පාස්කු ප්‍රහාරයට කාදිනල්තුමාත් සෝභිත හාමුදුරුවනුත් ගෑවිලා කියන්න වෙනවා ද
19511,ඇලන් වෙනිසියුලාවේ ජනාධිපති චාවේස් සමග දැඩි සම්බන්ධයක් පැවැත්වුවා
21276,ඉන්දියාව වත්මන් බංග්ලාදේශයට පකිස්ථානයෙන් කැඩී වෙන්වීමට ආධාර කෙළේ බංග්ලාදේශයත් තම ග්‍රහණයට නතු කර ගැනීමට
17158,ආණ්ඩුවට හා ජනමාධ්‍යවලට අපේ කම රකින්න ඕන නම් බොරු නොකර හාමුදුරුවන්ට වෙද මහතුන්ට ගොවියන්ට නිසි වැදගත්කම ලබා දීමට කටයුතු කරන්න ඕන
146522,පහුගිය සතියෙ යන්තම් උණක් අරන් පහවෙලා ගිය නිසා කෝකටත් ගෙදරට ගණන් අහගන්න එන ළමයින්ට එන්න එපා කියල තිබ්බෙ
46233,එහෙම පුටුවට යවන්න කිසිම සාක්ෂියක් නැහැ
139154,සමහර නීතිඥයන්ට නඩු පෝලිමේ ගලා එද්දී තවත් සමහරු මාර්ග නීති කඩකළ අය අල්ලා ගැනීමට උසාවි භූමියේ එහාට මෙහාට දුවන්නේ ඇයි නීතිඥයන්ට අල්ලන නඩු කියන්නන් ඉන්නවා
11748,අපි කියන්න පුරුදු වෙලා ඉන්නෙ පළමුවැනි ලාංකික නීතිපති පළමුවැනි ලාංකික නයිට්වරයා පළමුවැනි ලාංකික විනිසුරුවා පමණක් නොව පළමුවැනි ලාංකික විදුහල්පතිවරයා කියාත්
5903,අනීතියට එකඟ ආයතන ඒ චක්‍රලේඛ සතපහකට ගණන් ගන්නෙ නැහැ
74875,කැරොලයින් ජූරි කරපු වැඩේ හරි ද පුෂ්පිකා ද සිල්වා විවාහක ද නැත් ද නීතිය අනුව තවම දික්කසාද වී නැහැ
107863,මට හිතෙන්නෙ නීතියටයි අනීතියටයි දෙකට ම එකඟ වෙලා කියලා
123424,මේ රටේ නීතියට එකඟ ආයතනත් අනීතියට එකඟ ආයතනත් තියෙන්නෙ ලීසිං පැත්තෙ විතරක් නො වෙයි
140237,සයිටම් සෛද්ධාන්තික පුහුණුව ඉහළ මට්ටමක ඇති බව වෛද්‍ය සභාවේ බොහෝ දෙනා තම වාර්තාවේ පිළිිගෙන තිබෙනවා
33334,එයට හේතුව මගේ මනසට එය බටහිර ගණිතය හෝ බටහිර සෛද්ධාන්තික භෞතික විද්‍යාව හෝ තරම්වත් සෛද්ධාන්තික ව පොහොසත් නො වීම ය
37618,එහි වරදක් ඇත්ද ඉංග්‍රීසීන් විසින් දහ නවවන සියවස අග භාගයේ වෙන් කරන ලද නැගෙනහිර හා උතුරු පළාත් දෙමළ ජනතාවගේ නිජබිම යැයි සැලකීමට ඓතිහාසික සාධක නැති බව විද්වතුන් විසින් පැහැදිලිවම පෙන්වා ඇති බැවින් ඒ පිළිබඳව සෛද්ධාන්තික ප්‍රශ්ණයක්ද තිබිය නොහැකිය


